prediction;test_price
74.44;85.44
74.68;85.0
74.77;84.13
74.69;84.19
74.04;85.72
73.6;86.73
74.33;86.99
75.29;87.55
75.56;87.73
75.93;88.45
76.34;88.11
76.63;88.23
76.57;88.73
76.53;88.77
76.67;87.95
76.47;86.71
76.2;87.93
75.83;87.68
76.16;87.12
76.44;86.42
76.26;87.58
75.89;88.75
75.84;89.02
75.99;90.28
76.45;90.75
76.92;90.49
77.39;91.07
77.36;91.52
77.81;90.76
77.84;90.27
77.82;89.85
77.57;88.53
77.35;88.06
76.53;88.96
76.27;89.88
76.83;90.33
77.4;90.53
77.87;91.23
78.13;90.31
78.48;90.42
78.23;91.22
78.1;90.8
78.57;90.25
78.68;91.19
78.86;90.78
79.34;91.02
79.51;90.06
79.95;88.81
79.72;89.34
79.06;87.17
78.7;88.1
77.32;90.18
77.12;97.06
78.05;98.37
81.01;97.77
82.51;97.49
82.61;97.68
82.42;97.63
82.47;99.27
82.26;99.83
82.74;99.78
83.02;99.54
83.09;99.56
82.84;100.2
82.72;100.62
83.09;100.31
83.45;101.17
83.42;100.21
83.53;99.75
83.16;101.48
83.04;101.92
83.97;101.17
84.49;100.66
84.62;99.5
84.7;100.88
84.26;98.8
84.51;98.61
83.88;102.71
83.76;102.01
84.98;102.9
85.24;102.51
85.55;103.47
85.65;102.9
85.58;103.92
85.19;103.71
85.58;102.65
85.31;100.63
84.99;100.86
84.67;101.09
84.74;101.7
84.79;100.52
85.32;101.05
85.27;101.59
85.41;101.23
85.35;101.04
85.29;101.93
85.03;102.32
85.44;102.5
85.94;102.08
86.28;102.22
86.05;102.53
86.57;103.6
86.83;102.25
86.86;103.71
86.51;103.2
86.82;103.45
86.37;104.46
86.08;104.97
86.36;105.57
86.64;105.34
86.79;105.24
86.92;104.19
86.77;105.92
86.57;106.41
86.89;106.2
87.52;105.15
87.77;104.71
87.49;105.53
87.37;104.08
87.75;104.69
87.01;104.64
86.97;105.35
86.73;105.71
86.68;105.74
86.76;105.96
86.87;105.61
87.07;105.79
87.01;105.67
86.97;104.88
86.99;105.77
86.75;105.93
86.79;105.77
86.68;106.34
86.83;106.14
87.02;106.54
87.0;105.71
87.39;105.71
87.43;104.74
87.35;104.0
86.78;105.42
86.58;106.01
87.09;105.37
87.64;105.59
87.24;106.44
87.73;106.85
88.18;108.51
88.32;107.93
88.72;108.8
88.89;109.65
89.04;109.03
89.69;109.68
89.65;110.2
89.91;108.34
90.49;109.39
89.86;110.98
90.09;110.82
90.27;111.53
90.2;112.88
90.34;111.04
90.81;111.43
90.37;112.24
90.37;113.79
90.79;113.6
91.05;114.03
90.98;114.78
91.15;114.57
91.55;115.27
91.69;115.01
92.13;115.03
92.65;114.52
92.61;114.62
92.2;113.99
92.12;114.19
91.93;115.52
91.79;115.7
92.22;115.67
92.46;116.75
92.32;117.3
92.6;106.54
92.86;104.64
89.53;105.41
87.89;107.0
87.58;104.11
87.83;103.13
87.43;103.64
87.28;103.3
87.53;105.12
87.74;103.08
88.59;102.61
88.28;96.41
87.89;95.28
85.87;91.92
84.82;92.43
83.19;95.65
83.15;98.49
84.81;98.78
86.54;98.21
86.47;95.92
86.55;98.22
85.01;98.31
85.19;97.33
85.11;100.26
84.45;98.23
85.16;98.9
84.3;100.71
84.69;100.08
85.56;99.7
85.52;100.21
84.73;100.44
85.05;99.13
84.69;99.68
83.7;98.79
83.6;97.91
83.11;96.99
82.36;96.68
82.12;94.94
82.15;95.83
81.1;98.51
81.49;98.97
82.32;99.29
83.31;100.1
83.93;100.03
84.83;99.66
84.65;100.84
84.4;101.75
84.59;102.51
84.29;102.75
84.23;101.92
84.03;104.0
83.87;104.34
83.89;105.52
84.32;105.88
85.23;106.12
85.94;109.17
85.87;109.01
86.28;109.43
85.95;109.67
85.75;110.22
85.63;110.89
86.61;109.64
87.32;110.89
87.38;111.37
88.2;109.17
88.22;108.92
87.48;111.5
87.4;112.22
88.28;113.19
88.19;112.32
88.44;112.02
88.68;110.7
88.93;111.74
88.77;111.94
89.31;113.88
89.29;114.43
89.49;115.74
89.8;115.11
90.23;113.7
90.23;114.39
89.84;110.98
90.04;109.38
88.98;111.23
88.06;109.89
88.38;107.85
88.26;110.12
87.07;109.73
87.17;108.42
87.29;107.45
86.88;107.45
86.45;104.81
86.45;106.08
85.2;108.81
85.04;110.39
85.87;108.66
86.67;104.5
86.36;103.4
84.69;103.55
84.17;102.41
83.57;102.7
83.0;104.04
82.77;103.88
83.44;103.16
83.43;101.94
83.35;99.9
82.65;97.88
81.9;97.36
81.35;96.53
81.02;96.28
80.56;96.93
80.0;98.43
80.88;95.54
82.11;96.15
81.32;91.09
81.65;91.16
80.65;89.77
79.93;91.21
78.68;94.0
78.92;92.44
79.88;93.39
79.82;91.5
79.82;90.74
79.35;92.96
79.29;92.31
80.12;90.34
80.18;92.3
79.35;92.58
79.92;91.09
79.59;89.37
78.87;89.56
77.98;86.19
78.38;87.61
77.22;88.43
77.59;90.13
77.56;92.65
78.15;92.33
79.32;92.17
79.06;93.49
79.21;92.53
79.86;92.58
79.84;92.79
79.28;92.46
79.37;92.67
78.85;94.73
78.9;94.1
79.57;95.87
79.05;95.54
79.35;96.42
79.33;94.9
79.59;94.74
79.05;94.14
78.94;95.01
78.16;95.86
78.25;95.3
78.76;95.5
79.26;96.62
80.17;96.24
80.94;95.52
81.48;94.66
80.85;93.94
80.17;94.31
79.38;95.16
78.81;95.23
78.86;95.95
79.01;96.34
79.54;96.11
79.91;95.73
80.23;94.1
79.83;94.57
78.96;93.29
78.6;93.54
77.39;93.39
76.94;94.44
76.87;96.51
77.71;95.68
79.2;95.64
79.25;98.45
78.78;99.57
80.04;100.18
80.59;99.83
80.23;100.67
79.74;101.45
79.89;101.76
80.69;102.13
81.27;100.92
81.74;100.17
81.31;101.24
80.7;100.68
81.04;100.57
80.75;101.79
80.56;102.39
81.32;102.19
82.19;103.41
82.09;99.23
81.99;98.67
80.77;97.52
80.42;97.36
79.3;96.95
79.23;96.04
79.13;95.47
78.82;96.8
78.8;96.22
79.83;96.54
80.15;96.88
80.29;96.83
80.12;97.29
80.55;96.25
81.23;95.58
80.68;95.77
80.49;95.8
81.07;95.83
81.28;95.41
81.5;95.11
82.1;94.92
82.61;94.43
82.48;94.65
81.89;95.46
81.72;95.33
82.04;95.44
82.73;96.04
82.87;96.59
83.04;95.87
83.69;95.84
83.67;96.06
83.88;92.86
85.07;91.56
84.38;93.18
83.19;94.08
82.67;94.9
83.31;95.1
83.34;94.74
83.33;95.51
83.15;96.16
83.26;97.35
83.81;97.7
84.58;97.91
84.92;97.6
84.65;97.69
84.67;97.52
84.03;97.86
83.16;97.2
82.98;95.98
82.43;95.77
81.43;95.48
81.22;95.17
80.41;94.48
79.49;94.13
79.32;93.72
78.71;93.76
78.54;93.36
78.78;92.84
78.13;93.9
77.47;92.99
77.85;93.64
77.91;93.56
78.58;94.46
78.78;95.63
78.98;95.54
79.42;94.63
79.45;94.88
78.82;94.67
78.46;94.66
78.43;94.44
78.06;94.19
77.86;93.68
77.61;93.78
77.3;93.63
77.54;93.37
77.44;93.04
77.38;92.7
77.04;92.69
76.83;92.3
76.98;92.11
77.06;92.26
76.85;91.66
76.99;91.57
76.51;91.94
75.87;90.31
76.36;91.5
76.08;90.58
76.13;90.15
75.98;90.39
75.78;90.45
76.11;90.51
76.28;90.83
76.49;90.28
76.53;91.28
76.59;91.14
76.67;89.86
77.01;89.63
76.93;90.09
76.75;89.7
77.0;90.74
76.82;90.38
77.32;90.48
77.19;90.34
77.24;90.71
77.58;90.38
77.5;90.38
77.04;89.76
77.16;89.32
77.06;89.04
77.02;89.22
76.86;88.76
77.47;89.09
77.53;89.83
78.08;89.93
78.1;90.91
78.41;91.24
79.46;90.63
79.19;91.36
78.86;91.87
79.33;91.71
80.26;90.57
80.73;90.28
80.6;89.81
80.33;91.24
79.69;90.34
80.15;92.27
80.07;92.22
81.0;92.48
81.08;92.79
81.24;95.45
81.18;95.68
82.24;95.47
82.71;96.86
82.83;97.1
83.3;96.0
83.49;95.4
82.93;95.48
82.77;96.02
82.64;96.56
82.6;96.71
83.05;97.39
82.86;96.86
82.5;96.68
82.59;96.25
82.32;97.68
82.0;98.36
82.32;99.66
82.75;101.8
83.12;103.26
84.2;102.47
85.28;102.26
85.43;102.46
85.34;102.79
85.0;102.32
84.67;103.69
84.44;103.85
85.05;103.94
84.93;103.81
84.87;103.54
84.81;103.56
84.45;102.7
84.34;102.96
83.9;102.62
